id;url;name;category;phone;fax;address;city;province;website;email;facilities;rate;DO_Y;DO_X;PRO_COM;ISTATPRO;ISTATREG
9158;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9158;LOCANDA LE BOSCARECCE;Alberghi - Hotel;057161280;0571634008;Via Renai, 19 (Renai);Castelfiorentino;FI;www.leboscarecce.com;info@leboscarecce.com;"Aria Condizionata;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti;Somministrazione Bevande";3;43.6223025968;11.0020673275;CASTELFIORENTINO;CITTA' METROPOLITANA DI FIRENZE;Toscana
9164;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9164;LA CORTE D'ELSA;Case per Vacanze;0558248200;0558248200;Via del Vallone, 45/A;Castelfiorentino;FI;www.lacortedelsa.it;info@lacortedelsa.it;"Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta";0;43.6143202000;11.0034458000;CASTELFIORENTINO;CITTA' METROPOLITANA DI FIRENZE;Toscana
9168;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9168;GLI OLEANDRI;Case per Vacanze;057161443;057161443;Via di Monteolivo 19 (Monte Molini);Castelfiorentino;FI;www.glioleandriditoscana.it;info@glioleandriditoscana.it;"Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta";0;43.6109940000;10.9690470000;CASTELFIORENTINO;CITTA' METROPOLITANA DI FIRENZE;Toscana
9173;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9173;PODERE BOSCOVERDE;Agriturismi;0571559585;0571959773;Via Torribina, 46c;Cerreto Guidi;FI;www.podereboscoverde.it;info@podereboscoverde.it;"Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti";3;43.7598248000;10.8801659000;CERRETO GUIDI;CITTA' METROPOLITANA DI FIRENZE;Toscana
9176;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9176;FATTORIA LE DUE QUERCE COUNTRY HOUSE;Agriturismi;0571585850;0571841791;Via di Poggioni, 38;Cerreto Guidi;FI;www.panciolihotels.it;info@panciolihotels.it;"Accettazione Animali;Propria Piscina Scoperta";2;43.7866167000;10.8565036000;CERRETO GUIDI;CITTA' METROPOLITANA DI FIRENZE;Toscana
9177;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9177;FATTORIA ROZZALUPI;Agriturismi;0571585701;0571585701;Via II Settembre, 354 (Lazzeretto);Cerreto Guidi;FI;www.fattoriarozzalupi.it;info@fattoriarozzalupi.it;"Accettazione Animali;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti";3;43.7794859000;10.8616596000;CERRETO GUIDI;CITTA' METROPOLITANA DI FIRENZE;Toscana
9178;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9178;MUSIGNANO;Agriturismi;0571957220;0571957220;Via Poggio Tondo, 12 (Poggio Tempesti);Cerreto Guidi;FI;www.musignano.it;agriturismo@musignano.it;"Accessibilit&agrave; Disabili;Riscaldamento;Bar;Asciugacapelli;Servizio Fax;Accesso Internet;Parco o Giardino Proprio;Ristorante;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Bancomat;Accettazione Gruppi;Accesso con Vetture Private;Trekkin";2;43.7598248000;10.8801659000;CERRETO GUIDI;CITTA' METROPOLITANA DI FIRENZE;Toscana
9179;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9179;BORGO VIGNA VECCHIA;Agriturismi;057155492;057155492;Via Montauto, 4 (Montauto);Cerreto Guidi;FI;www.borgovignavecchia.it;info@borgovignavecchia.it;"Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Vendita prodotti agricoli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Mountain Bike;Carta di Cr";3;43.7396776414;10.8832883835;CERRETO GUIDI;CITTA' METROPOLITANA DI FIRENZE;Toscana
9180;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9180;CORTE IN POGGIO;Agriturismi;0571586423;0571586423;Via Corte, 9 (Stabbia);Cerreto Guidi;FI;www.corteinpoggio.it;info@corteinpoggio.it;"Accessibilit&agrave; Disabili;Riscaldamento;Asciugacapelli;Tv Satellitare;Parco o Giardino Proprio;Proprio Parcheggio;Propria Piscina Scoperta;Mountain Bike;Carta di Credito;Bancomat;Giochi per Bambini;Accesso con Vetture Private;Trekking;Macchine Lavatr";2;43.7743786220;10.8385276794;CERRETO GUIDI;CITTA' METROPOLITANA DI FIRENZE;Toscana
9182;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9182;FONTANA;Agriturismi;0571559287;;Sommiano, 12 (Toiano);Cerreto Guidi;FI;;aziendafontana@alice.it;Carta di Credito;2;43.7577844000;10.8792145000;CERRETO GUIDI;CITTA' METROPOLITANA DI FIRENZE;Toscana
9192;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9192;BORGO DEI LUNARDI;Case per Vacanze;0571559585;0571959773;Via Torribina, 46;Cerreto Guidi;FI;www.borgodeilunardi.it;info@borgodeilunardi.it;"Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Vendita prodotti agricoli;Tv Satellitare;Ristorante;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Accettazione Gruppi;Accesso con Vetture Private;Visite Guidate;Degustazione;Sal";0;43.7598248000;10.8801659000;CERRETO GUIDI;CITTA' METROPOLITANA DI FIRENZE;Toscana
9193;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9193;BORGO FILICAJA;Case per Vacanze;0571581156;0571581156;Via XXVI Giugno, A2;Cerreto Guidi;FI;www.borgofilicaja.com;info@borgofilicaja.com;"Riscaldamento;Aria Condizionata;Servizio Fax;Tv Satellitare;Proprio Parcheggio;Carta di Credito;Bancomat;Accettazione Gruppi;Accesso con Vetture Private;Macchine Lavatrici per biancheria;Accesso con Mezzi Pubblici;Rifornimento benzina immediate vicinanze";0;43.7241882192;10.8773553371;CERRETO GUIDI;CITTA' METROPOLITANA DI FIRENZE;Toscana
9214;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9214;POGGIOMONTE;Agriturismi;0571669421;0571669421;Via Poggio ai Monti, 94 (Iapoli);Certaldo;FI;www.poggioaimonti.com;info@poggioaimonti.com;"Accettazione Animali;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti";3;43.5473910000;11.0385610000;CERTALDO;CITTA' METROPOLITANA DI FIRENZE;Toscana
9217;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9217;LA CANONICA;Agriturismi;0571652803;0571656611;Via Montebello, 84 (Montebrindoli);Certaldo;FI;www.agriturismolacanonica.it;info@agriturismolacanonica.it;"Riscaldamento;Bar;Vendita prodotti agricoli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Bancomat;Accettazione Gruppi;Accesso con";2;43.5729603145;11.0435342789;CERTALDO;CITTA' METROPOLITANA DI FIRENZE;Toscana
9223;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9223;PODERE BENINTENDI;Affittacamere;0571652766;0571652766;Via Montebello-Benintendi, 78 (Benintendi);Certaldo;FI;www.poderebenintendi.com;info@poderebenintendi.com;"Aria Condizionata;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito";0;43.5697888421;11.0405731201;CERTALDO;CITTA' METROPOLITANA DI FIRENZE;Toscana
9231;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9231;IL CASTELLO;Alberghi - Hotel;0571668250;0571668250;Via G. della Rena, 6;Certaldo;FI;www.albergoilcastello.it;info@albergoilcastello.it;"Aria Condizionata;Accettazione Animali;Carta di Credito;Somministrazione Alimenti;Somministrazione Bevande";2;43.5486832000;11.0431681000;CERTALDO;CITTA' METROPOLITANA DI FIRENZE;Toscana
9235;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9235;CERTALDO;Alberghi - Hotel;0571651261;0571652616;Via del Molino, 74;Certaldo;FI;www.hotelcertaldo.it;info@hotelcertaldo.it;"Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Propria Piscina Scop";4;43.5442632932;11.0351979733;CERTALDO;CITTA' METROPOLITANA DI FIRENZE;Toscana
9245;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9245;VILLA AVANELLA;Case per Vacanze;3386159669;055222230;Via Avanella, 115/116/126/127;Certaldo;FI;www.villaavanella.com;info@villaavanella.com;"Riscaldamento;Tv Satellitare;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Trasporto Clienti Stazione;Propria Piscina Scoperta;Mountain Bike;Giochi per Bambini;Accettazione Gruppi;Accesso con Vetture Private;Macchine Lavatrici per bian";0;43.5318426001;11.0818576813;CERTALDO;CITTA' METROPOLITANA DI FIRENZE;Toscana
9278;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9278;FRANCINI;Agriturismi;055838054;0558385037;Via Orticaia, 5 (Orticaia);Dicomano;FI;www.agriturismofrancini.com;info@agriturismofrancini.com;"Riscaldamento;Tv Satellitare;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Accesso con Vetture Private;Cucina di Uso Comune;Estintori;Rifornimento benzina immediate vicinanze;Locale tv separato";2;43.9138469307;11.5054321289;DICOMANO;CITTA' METROPOLITANA DI FIRENZE;Toscana
9291;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9291;CASALI DEI CIOMPI;Case per Vacanze;055660659;0556800110;(Corella);Dicomano;FI;www.casalideiciompi.it;info@casalideiciompi.it;"Aria Condizionata;Accettazione Animali;Proprio Parcheggio";0;43.9380602000;11.5558889000;DICOMANO;CITTA' METROPOLITANA DI FIRENZE;Toscana
9312;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9312;EMPOLI  HOTEL;Alberghi - Hotel;0571930136;0571931754;Via di Brusciana, 4;Empoli;FI;www.empolihotel.com;info@empolihotel.com;"Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Accesso Internet;Wi-Fi;Carta di Credito;Accettazione Gruppi;Accesso con Vetture Private;Colazione Comp";3;43.6852115000;10.9071814000;EMPOLI;CITTA' METROPOLITANA DI FIRENZE;Toscana
9317;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9317;I MASSINI;Case per Vacanze;0571589631;0571589633;Via Ormicello, 53 (Casenuove);Empoli;FI;www.massini.it;massini@massini.it;"Aria Condizionata;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito";0;43.6767682000;10.9559458000;EMPOLI;CITTA' METROPOLITANA DI FIRENZE;Toscana
9319;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9319;LA MASSERIA;Case per Vacanze;0571676310;0571676167;Via Val D' Orme (Il Vallone);Empoli;FI;www.lamasseriavacanze.it;info@lamasseriavacanze.it;"Riscaldamento;Asciugacapelli;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Accettazione Gruppi;Accesso con Vetture Private;Macchine Lavatrici per biancheria;Smaltimenti Rifiuti;Estintori;Lampada Esterna";0;43.6711232768;10.9915745258;EMPOLI;CITTA' METROPOLITANA DI FIRENZE;Toscana
9320;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9320;VILLA SOMELLI;Case per Vacanze;057173003;057176311;Via Maremmana II tratto, 33/35 (Pozzale);Empoli;FI;www.villasomelli.com;info@villasomelli.com;"Riscaldamento;Servizio Fax;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Propria Piscina Scoperta;Mountain Bike;Carta di Credito;Accettazione Gruppi;Accesso con Vetture Private;Degustazione;Smaltimenti Rifiuti;Lampada Esterna";0;43.7186111000;10.9425185000;EMPOLI;CITTA' METROPOLITANA DI FIRENZE;Toscana
9332;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9332;VILLA IL BOSCO;Affittacamere;3357060676;0556593912;Via Selva 1 (Montebeni);Fiesole;FI;www.florence-villa.com;info@florence-villa.com;"Aria Condizionata;Accettazione Animali;Proprio Parcheggio";0;43.7911966000;11.3419600000;FIESOLE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9340;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9340;VILLA BONELLI;Alberghi - Hotel;05559513;055595842;Via F. Poeti, 3;Fiesole;FI;www.hotelvillabonelli.com;info@hotelvillabonelli.com;"Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Somministrazione Bevande";3;43.8069531000;11.2969190000;FIESOLE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9341;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9341;BENCISTA';Alberghi - Hotel;05559163;05559163;Via B. da Maiano, 4;Fiesole;FI;www.bencista.com;info@bencista.com;"Accessibilit&agrave; Disabili;Riscaldamento;Ascensore;Bar;Telefono in camera;Vendita prodotti agricoli;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Mountain Bike;Carta di C";3;43.7919004000;11.3039228000;FIESOLE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9342;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9342;VILLA FIESOLE;Alberghi - Hotel;055597252;055599133;Via Beato Angelico, 35;Fiesole;FI;www.villafiesole.it;info@villafiesole.it;"Aria Condizionata;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Ristorante;Accettazione Animali;Proprio Parcheggio;Trasporto Clienti Stazione;Propria Piscina Scoperta;Ca";4;43.8069331000;11.2927658000;FIESOLE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9351;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9351;IL CAMINO DELLE FATE ROSA;Alloggi Privati;055599613;;Via F. Poeti, 47;Fiesole;FI;;f.bartolozzi@aliceposta.it;Aria Condizionata;0;43.8062703000;11.3008388000;FIESOLE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9352;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9352;IL BURATTINO;Alloggi Privati;3384818993;055602423;Via del Salviatino, 12;Fiesole;FI;www.ilburattinocountryhouse.com;ranio75@libero.it;Proprio Parcheggio;0;43.7864474000;11.2956873000;FIESOLE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9357;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9357;CAMPING PANORAMICO FIESOLE;Campeggi;055599069;05559186;Via Peramonda, 1;Fiesole;FI;www.florencevillage.com;panoramico@florencevillage.com;"Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti;Somministrazione Bevande";3;43.8054229000;11.3061776000;FIESOLE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9393;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9393;IL GAVILLACCIO;Residence;0559501078;0559501079;Via Gaville, 24 (Gaville);Figline Valdarno;FI;www.gavillaccio.it;info@gavillaccio.it;"Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito";3;43.5892060000;11.4343334000;FIGLINE VALDARNO;CITTA' METROPOLITANA DI FIRENZE;Toscana
9395;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9395;NORCENNI;Villaggi Turistici;0559151420;0559151402;Via Norcenni, 7;Figline Valdarno;FI;;norcenni.girasole@camping.it;"Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti;Somministrazione Bevande";1;43.6143763000;11.4565747000;FIGLINE VALDARNO;CITTA' METROPOLITANA DI FIRENZE;Toscana
9396;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9396;LE MACINE;Agriturismi;0556531089;0556531089;Viuzzo del Pozzetto, 1;Firenze;FI;www.agriturismolemacine.com;macine@dada.it;"Riscaldamento;Vendita prodotti agricoli;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Bancomat;Accesso con Vetture Private;Degustazione;Somministrazione Alimenti;Accesso con Mezzi Pubblici;Edi";2;43.7589300000;11.3041099000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9398;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9398;MICHELANGELO;Agriturismi;0552320114;0552320114;Viuzzo di San Felice a Ema, 3 (Firenze);Firenze;FI;www.agriturismomichelangelo.com;info@agriturismomichelangelo.com;"Propria Piscina Scoperta;Somministrazione Alimenti";2;43.7434848000;11.2370487000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9400;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9400;FATTORIA IL MILIONE;Agriturismi;0552323211;0552323221;Via di Giogoli, 12;Firenze;FI;www.fattoriailmilione.it;info@fattoriailmilione.it;"Accettazione Animali;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti";2;43.7353831780;11.2086725235;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9404;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9404;SOGGIORNO ALTHEA;Affittacamere;0552335341;055223385;Via delle Caldaie,  25;Firenze;FI;www.florencealthea.it;info@florencealthea.it;"Aria Condizionata;Accettazione Animali;Carta di Credito";0;43.7655010000;11.2463069000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9422;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9422;SOGGIORNO ALESSANDRA;Affittacamere;055290424;055218464;Borgo San Frediano, 6;Firenze;FI;www.soggiornoalessandra.it;info@soggiornoalessandra.it;"Aria Condizionata;Accettazione Animali;Carta di Credito";0;43.7691436000;11.2461982000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9431;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9431;MIGLIORINI ROSALBA;Affittacamere;0556531089;0556531089;Via di Ripoli, 207m;Firenze;FI;;macine@dada.it;"Riscaldamento;Ascensore;Asciugacapelli;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Accesso con Vetture Private;Cucina di Uso Comune;Accesso con Mezzi Pubblici;Sala Televisione;Locale tv separato";0;43.7556409000;11.2961379000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9443;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9443;LOCANDA DANIEL;Affittacamere;055211293;;Via Nazionale, 22;Firenze;FI;www.locandadaniel.it;info@locandadaniel.it;"Riscaldamento;Aria Condizionata;Asciugacapelli;Accesso Internet;Wi-Fi;Accettazione Animali;Carta di Credito;Accettazione Gruppi;Estintori;Sala separata per soggiorno o svago";0;43.7780621914;11.2530791759;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9457;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9457;CRISTINA HOUSE;Affittacamere;055483145;055483145;Via Leone X, 2;Firenze;FI;www.cristinahouse.it;info@cristinahouse.it;"Riscaldamento;Aria Condizionata;Frigo Bar;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Carta di Credito;Bancomat;Accesso con Vetture Private;Accesso con Mezzi Pubblici";0;43.7828144741;11.2551712990;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9459;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9459;PISANI PIER LUIGI;Affittacamere;055572005;;Via Marconi 47;Firenze;FI;www.rooms.it;plp@rooms.it;"Riscaldamento;Accesso Internet;Wi-Fi;Accettazione Animali;Accesso con Vetture Private;Cucina di Uso Comune;Accesso con Mezzi Pubblici";0;43.7833065000;11.2758411000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9460;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9460;DEI MORI;Affittacamere;055211438;0552382216;Via Dante Alighieri, 12;Firenze;FI;www.deimori.com;deimori@bnb.it;"Aria Condizionata;Accettazione Animali;Carta di Credito";0;43.7708891000;11.2567104000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9463;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9463;IL GHIRO;Affittacamere;055282086;055282086;Via Faenza, 63;Firenze;FI;www.ilghiro.it;info@ilghiro.it;"Riscaldamento;Aria Condizionata;Asciugacapelli;Accesso Internet;Wi-Fi;Carta di Credito;Bancomat;Custodia Valori alla Reception;Accettazione Gruppi;Accesso con Vetture Private;Visite Guidate;Macchine Lavatrici per biancheria;Cucina di Uso Comune;Estintori";0;43.7773533834;11.2511157989;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9466;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9466;RESIDENZA JOHANNA;Affittacamere;055473377;055473377;Via delle V Giornate, 12;Firenze;FI;www.johanna.it;cinquegiornate@johanna.it;Aria Condizionata;0;43.7863570000;11.2525473000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9488;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9488;SOGGIORNO SOGNA FIRENZE;Affittacamere;0553215114;0553220846;Via delle Porte Nuove, 36;Firenze;FI;www.sognafirenze.com;info@sognafirenze.com;"Aria Condizionata;Accettazione Animali;Carta di Credito";0;43.7810952000;11.2384249000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9496;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9496;SIMPSON;Affittacamere;055499874;055499874;Via Santa Reparata, 69;Firenze;FI;www.florencebandb.com;info@florencebandb.com;"Riscaldamento;Aria Condizionata;Frigo Bar;Asciugacapelli;Carta di Credito;Servizio Colazione in Camera;Visite Guidate;Spazio attrezzato per il consumo di alimenti o bevande (Escluso Ristorante);Colazione Compresa";0;43.7799476000;11.2573854000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9518;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9518;MARIGNOLLE RELAIS & CHARME;Affittacamere;0552286910;0552047396;Via San Quirichino, 16;Firenze;FI;www.marignolle.com;info@marignolle.com;"Riscaldamento;Aria Condizionata;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Cr";0;43.7433033000;11.2175642000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9526;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9526;ANTICA DIMORA JOHLEA;Affittacamere;0554633292;0554634552;Via San Gallo, 80;Firenze;FI;www.johanna.it;anticajohlea@johanna.it;Aria Condizionata;0;43.7813645000;11.2597829000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9531;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9531;RESIDENZA JOHLEA;Affittacamere;0554633292;0554634552;Via San Gallo, 76;Firenze;FI;www.johanna.it;johlea@johanna.it;Aria Condizionata;0;43.7805191000;11.2589706000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9532;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9532;SOGGIORNO ANTICA TORRE;Affittacamere;055216402;055216402;Piazza della Signoria, 3;Firenze;FI;www.anticatorre.com;info@anticatorre.com;"Aria Condizionata;Carta di Credito";0;43.7694402000;11.2552493000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9534;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9534;RESIDENZA GIOTTO;Affittacamere;055214593;0552648568;Via Roma, 6;Firenze;FI;www.residenzagiotto.it;info@residenzagiotto.it;"Aria Condizionata;Carta di Credito";0;43.7727470000;11.2545910000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9563;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9563;RESIDENZA IL MAGGIO;Affittacamere;0552658185;0553909901;Corso Italia, 13;Firenze;FI;;info@residenzailmaggio.it;"Aria Condizionata;Accettazione Animali;Carta di Credito";0;43.7745955000;11.2391978000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9589;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9589;CINQUE SENSI;Affittacamere;0554089267;0555609747;Viale dei Mille, 154;Firenze;FI;www.cinquesensibedandbed.it;info@cinquesensibedandbed.it;"Accettazione Animali;Carta di Credito";0;43.7861725000;11.2691592000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9594;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9594;CIMAROSA HARMONY;Affittacamere;3339760300;0553905728;Via D. Cimarosa, 16;Firenze;FI;www.cimarosaharmony.com;info@cimarosaresidence.com;"Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Asciugacapelli;Wi-Fi;Accettazione Animali;Carta di Credito;Accettazione Gruppi;Macchine Lavatrici per biancheria;Cucina di Uso Comune;Smaltimenti Rifiuti;Lampada Esterna;Accesso con Mezzi Pubb";0;43.7830168000;11.2394454000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9597;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9597;ANTICA DIMORA FIRENZE;Affittacamere;0554627296;0554634450;Via San Gallo, 72;Firenze;FI;www.anticadimorafirenze.it;info@anticadimorafirenze.it;Aria Condizionata;0;43.7800026556;11.2585401535;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9605;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9605;SAN LORENZO;Affittacamere;0552645691;0552645691;Piazza San Lorenzo, 7;Firenze;FI;www.bandbsanlorenzo.com;info@bandbsanlorenzo.com;"Aria Condizionata;Carta di Credito";0;43.7746303979;11.2547314167;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9623;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9623;RESIDENZA CASANUOVA;Affittacamere;0552343413;0552343413;Via della Mattonaia, 21;Firenze;FI;www.residenzacasanuova.it;info@residenzacasanuova.it;"Aria Condizionata;Carta di Credito;Somministrazione Alimenti";0;43.7726398000;11.2686326000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9624;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9624;CASA ROVAI GUEST HOUSE;Affittacamere;0552001647;0552001647;Via Fiesolana,1;Firenze;FI;www.casarovai.com;info@casarovai.com;"Aria Condizionata;Carta di Credito;Somministrazione Alimenti";0;43.7718859000;11.2627735000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9642;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9642;LEONE X;Affittacamere;0556289282;0556289281;Via Leone X, 4;Firenze;FI;www.bbinflorence.it;info@bbinflorence.it;"Aria Condizionata;Accettazione Animali;Carta di Credito";0;43.7829922000;11.2549164000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
9645;http://www.turismo.intoscana.it/booking/html/mappa.php?id=9645;IL MARZOCCO;Affittacamere;055213999;;Viale F.lli Rosselli, 78;Firenze;FI;www.bbilmarzoccoflorence.net;info@ilmarzocco.com;"Aria Condizionata;Proprio Parcheggio;Carta di Credito;Somministrazione Alimenti";0;43.7687324000;11.2569013000;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
