Id,Nome,Categoria,Telefono,Indirizzo,Comune,SiglaProvincia,Email,Valutazione,Latitudine,Longitudine,Provincia,EsisteValutazione,Popolazione
7973sr,Fontesettimena,Agriturismi,0588 35008,"Podere Torricella, 65 - Spicchiaiola",Volterra,PI,info@fontesettimena.it,2,43.3888448,10.9512559,Pisa,1,9559
7979sr,La Fonte,Agriturismi,347 1145291,"Podere Sestri Ii, 20/1 Villamagna",Volterra,PI,info@agriturismolafonte.org,1,43.4823210759,10.8271121979,Pisa,1,9559
7987sr,Podere Batazzone,Agriturismi,335 7828278,Strada Vicinale Del Batazzone - Mazzolla,Volterra,PI,villanovia@tiscali.it,1,43.3328260205,10.9047031403,Pisa,1,9559
7988sr,Podere Casa All'olmo,Agriturismi,0588 44206,"Podere Casa All'olmo, 109 - Sant'alessandro - Saline Di Volterra",Volterra,PI,info@casallolmo.it,1,43.3808480593,10.8143234253,Pisa,1,9559
7991sr,Villa Di Valle,Agriturismi,0588 85712,"Via Villa Di Valle, 78 - San Michele",Volterra,PI,info@villadivalle.com,1,43.4067092,10.8677256,Pisa,1,9559
8002sr,Il Borgo,Campeggi,0586 655088,"Via Del Poggetto, 45",Guardistallo,PI,info@ilborgocv.it,2,43.3150117,10.5922469,Pisa,1,1159
8004sr,Toscana Village,Campeggi,0571 449032,"Via Fornoli, 9",Montopoli In Val D'arno,PI,info@toscanavillage.com,3,43.6758721,10.7530857,Pisa,1,11187
8005sr,Saint Michael,Campeggi,050 33041- 33103,"Via Della Bigattiera, 24 - Tirrenia",Pisa,PI,info@campingstmichael.it,1,43.7161354,10.3965843,Pisa,1,89059
8006sr,Torre Pendente,Campeggi,050 561704,"Viale Delle Cascine, 86",Pisa,PI,info@campingtorrependente.com,1,43.7239317,10.3827621,Pisa,1,89059
8023sr,Colombai Country Villa,Case per Vacanze,0583 239212,"Via Martiri Della Libertà, 78 - Colombai - Orentano",Castelfranco Di Sotto,PI,info@villacolombai.com,1,43.7784472,10.6637605,Pisa,0,13560
8029sr,Palazzo Del Borgo,Case per Vacanze,0586 861888,"Piazza Antonio Gramsci, 15 - Rivalto",Chianni,PI,info@palazzodelborgo.com,1,43.4938736,10.6378483,Pisa,0,1311
8031sr,Le Vecchie Cantine,Case per Vacanze,0587 648164,"Via Farini, 14",Chianni,PI,info@levecchiecantine.it,1,43.4855323,10.6425824,Pisa,0,1311
8034sr,Villa Rossana,Case per Vacanze,050 644227,"Via Zavagno, 79 Cenaia",Crespina,PI,info@villarossana.it,1,43.6066695,10.5375484,Pisa,0,5469
8035sr,Podere S. Antonio,Case per Vacanze,050 659213 050 650259,"Via Casaferri, 119",Fauglia,PI,bernardini.studio@libero.it,1,43.5757794,10.5132002,Pisa,0,3637
8036sr,Il Borgo - Centro Vacanze,Case per Vacanze,0586 655088,"Via Del Poggetto, 45",Guardistallo,PI,info@ilborgocv.it,1,43.3150117,10.5922469,Pisa,0,1159
8049sr,Castello Di Querceto,Case per Vacanze,0588 37472,"Vicolo Della Terrazza, 6 - Querceto - Ponteginori",Montecatini Val Di Cecina,PI,info@castelloginoridiquerceto.it,1,43.2954492723,10.7281494141,Pisa,0,1685
8051sr,Case Di Gello,Case per Vacanze,02 6552972,Via Gello,Montecatini Val Di Cecina,PI,casedigello@casedigello.com,1,43.3450507,10.7033003,Pisa,0,1685
8057sr,Villa Poggio Al Pruno,Case per Vacanze,0588 30099,Via Vicinale Di Poggio Al Pruno - La Sassa,Montecatini Val Di Cecina,PI,info@poggioalpruno.it,1,43.2606068,10.693223,Pisa,0,1685
8069sr,Relais Borgo Il Massera,Case per Vacanze,0586 661449,"S.P. 20 Del Lodano, Km 4 - Il Mulino",Monteverdi Marittimo,PI,info@borgoilmassera.com,1,43.1685813844,10.7309818268,Pisa,0,766
8071sr,Fattoria Varramista Spa,Case per Vacanze,0571 44711 0571447208,Via Ricavo Varramista - Varramista - Castel Del Bosco,Montopoli In Val D'arno,PI,info@varramista.it,1,43.6634593,10.7180006,Pisa,0,11187
8082sr,Palaria,Case per Vacanze,0587 622489,"Via Della Rocca, 10",Palaia,PI,palaria.apartment@hotmail.it,1,43.6050473,10.7708242,Pisa,0,4532
8123sr,Il Casolare Val Di Mare,Case per Vacanze,0586 696051,Val Di Mare,Riparbella,PI,info@casolarevaldimare.com,1,43.3644842,10.608395,Pisa,0,1590
8124sr,Borgo San Pecoraio,Case per Vacanze,0586 696046,San Pecoraio,Riparbella,PI,info@borgosanpecoraio.it,1,43.3644842,10.608395,Pisa,0,1590
8130sr,Borgo Felciaione,Case per Vacanze,0586 600361,Felciaione,Riparbella,PI,info@felciaione.it,1,43.3556404475,10.5962276459,Pisa,0,1590
8134sr,Borgo San Carlo,Case per Vacanze,050 685045,"Via Delle Cave, 1 - Pomaia",Santa Luce,PI,info@borgosancarlo.it,1,43.4225322635,10.5394399166,Pisa,0,1626
8169sr,Le Ginepraie,Case per Vacanze,0588 35113,Podere Le Ginepraie - Pignano,Volterra,PI,info@leginepraie.com,1,43.4158237,10.9637823,Pisa,0,9559
8176sr,Borgo Della Speranza,Case per Vacanze,334 8115041,Strada Vicinale Ulignano Snc,Volterra,PI,borgodellasperanza@fondazioneleoamici.it,1,43.4067092,10.8677256,Pisa,0,9559
8177sr,Villa Sensano,Case per Vacanze,0588 42098 - 348 7739278,Sensano,Volterra,PI,info.sensano@ipermediale.it,1,43.4366231804,10.9489488602,Pisa,0,9559
8182sr,Ostello Della Gioventu' Volterra,Ostelli,0588 86613,Borgo San Lazzero - San Girolamo,Volterra,PI,info@ostellovolterra.it,1,43.4026106,10.8729386,Pisa,0,9559
8202sr,Santa Croce In Fossabanda,Case per Ferie,050 970911,"Piazza Santa Croce, 11",Pisa,PI,info@fossabanda.it,1,43.7115885,10.4144407,Pisa,0,89059
8230sr,Relais Dell'ussero A Villa Di Corliano,Residenze d'Epoca,050 818193,"Via Dell'abetone E Del Brennero, 50 - Rigoli",San Giuliano Terme,PI,corliano@ussero.com,1,43.6985097,10.546488,Pisa,0,30701
8236sr,Isola Verde,Residence,050 315519,"Via Italo Bargagna, 44 - Cisanello",Pisa,PI,residence@isolaverde.com,3,43.709245427,10.4345011711,Pisa,1,89059
8239sr,San Rossore,Residence,050 525201,"Via Del Capannone, 4/b - Barbaricina",Pisa,PI,info@residencesanrossore.it,2,43.718949,10.3729969,Pisa,1,89059
8243sr,Il Monastero,Residence,0588 66039,"Via Di Castello, 194/a - San Dalmazio",Pomarance,PI,info@ilmonastero.com,3,43.2622,10.9274,Pisa,1,5314
8323sr,Grotta Giusti Resort Golf And Spa,Alberghi,0572-90771,Via Grotta Giusti 1411,Monsummano Terme,PT,info@grottagiustispa.com,4,43.8663572375,10.8308243752,Pistoia,1,20789
8340sr,Nizza Et Suisse,Alberghi,0572-79691,Viale Verdi 72,Montecatini Terme,PT,info@grandhotelnizza.it,4,43.8851313,10.773856,Pistoia,1,20789
8347sr,Astoria,Alberghi,0572 71191,Viale Fedeli 1,Montecatini Terme,PT,astoria@taddeihotels.it,4,43.8898553,10.7766047,Pistoia,1,20789
8373sr,Michelangelo,Alberghi,0572-911700 3355208547,Viale Fedeli 11,Montecatini Terme,PT,info@hotelmichelangelo.org,4,43.8922506,10.7773589,Pistoia,1,20789
8380sr,Reale,Alberghi,0572/78073,Via Palestro 7,Montecatini Terme,PT,info@hotel-reale.it,3,43.8833733,10.7735317,Pistoia,1,20789
8385sr,Savona,Alberghi,0572/ 70120,Via Leopardi 10,Montecatini Terme,PT,info@hotelsavonasalus.com,3,43.8845369,10.7776192,Pistoia,1,20789
8390sr,Torretta,Alberghi,0572/70305,Viale Bustichini 63,Montecatini Terme,PT,info@hoteltorretta.it,4,43.8918145,10.7752244,Pistoia,1,20789
8403sr,Brennero E Varsavia,Alberghi,0572/70086 71074,Viale Bicchierai 72,Montecatini Terme,PT,info@hotelbrenneroevarsavia.it,3,43.8845261,10.7766389,Pistoia,1,20789
8430sr,Italia,Alberghi,0572-78181,Piazza Italia 2,Montecatini Terme,PT,alessandro.dami@tin.it,2,43.8803367,10.7806926,Pistoia,1,20789
8442sr,Corona,Alberghi,0583 805151,"Via Serraglia, 78",Bagni Di Lucca,LU,info@coronaregina.it,3,44.0095386,10.5778509,Lucca,1,5606
8449sr,Park Hotel Regina,Alberghi,0583 805505,"Viale Umberto I, 157",Bagni Di Lucca,LU,info@coronaregina.it,3,44.009398,10.5900655,Lucca,1,5606
8451sr,Antico Albergo Terme,Alberghi,0583 86034,"Via Del Paretaio, 1 - Bagni Caldi - Bagni Di Lucca Ponte",Bagni Di Lucca,LU,anticoalbergo@termebagnidilucca.it,3,44.0344784,10.6421799,Lucca,1,5606
8457sr,Alpino,Alberghi,0583 723336,"Via G. Pascoli, 41",Barga,LU,alpino@bargaholiday.com,3,44.075377026,10.482480526,Lucca,1,9449
8467sr,Cristallo,Alberghi,0583 758899,"Via Galimberti, 5/7 - Fornaci Di Barga",Barga,LU,info@hotelcristallosrl.it,3,44.0509354,10.4680604,Lucca,1,9449
8469sr,Villa Moorings Hotel,Alberghi,0583/711538,Roma N. 18 - Barga,Barga,LU,villamoorings@gmail.com,3,44.0748837204,10.4792833328,Lucca,1,9449
8477sr,Park Hotel Villa Ariston,Alberghi,0584 610633,"Viale Sergio Bernardini, 355 Lido",Camaiore,LU,info@villaariston.it,4,43.8967354,10.2241697,Lucca,1,31914
8479sr,Caesar,Alberghi,0584 617841,"Viale Colombo, 325 Lido Di Camaiore",Camaiore,LU,info@caesarhotel.it,4,43.8956574,10.2249659,Lucca,1,31914
8482sr,Grand Hotel E Riviera,Alberghi,0584 617571,"Viale Lungomarepistelli, 59 - Lido Di Camaiore",Camaiore,LU,info@grandhotelriviera.it,4,43.8935010506,10.2255892754,Lucca,1,31914
8493sr,Touring E Internazionale,Alberghi,0572/71387,Via Cavallotti 66,Montecatini Terme,PT,info@hoteltouringmontecatini.it,3,43.8830166,10.7747665,Pistoia,1,20789
8512sr,Capri,Alberghi,0584 650001,"Viale Pistelli, 6 Lido Di Camaiore",Camaiore,LU,info@hotelcapriversilia.com,3,43.8896351659,10.2286577225,Lucca,1,31914
8514sr,Club I Pini - Residenza D'epoca,Alberghi,0584 66103,"Via Roma, 43 Lido Di Camaiore",Camaiore,LU,info@clubipini.com,3,43.8923552,10.2305325,Lucca,1,31914
8515sr,Villa Gaia,Alberghi,0572/770738,Via Mura P. Grocco 11,Montecatini Terme,PT,info@villagaia.it,3,43.8948088,10.7891352,Pistoia,1,20789
8544sr,Natucci,Alberghi,0572 70380,Via Cavallotti 102,Montecatini Terme,PT,info@albergonatucci.it,1,43.8844254893,10.7752650976,Pistoia,1,20789
8545sr,Sirena,Alberghi,0584 617002,"Viale Colombo, 146 - Lido Di Camaiore",Camaiore,LU,info@hotelsirena.net,3,43.8922498,10.2275407,Lucca,1,31914
8549sr,Villa Iolanda,Alberghi,0584 617296,"Viale Pistelli, 127 Lido Di Camaiore",Camaiore,LU,informazioni@villajolanda.com,3,43.9003636,10.2202151,Lucca,1,31914
8555sr,Burlamacco,Alberghi,0584 67055,"Via Fossa Abate, 15 Lido Di Camaiore",Camaiore,LU,info@hotelburlamaccoversilia.it,2,43.8895413,10.2310469,Lucca,1,31914
8561sr,Prati,Alberghi,057278708-910572,Viale Rosselli 27,Montecatini Terme,PT,info@hotel-prati.it,3,43.8868409,10.7680349,Pistoia,1,20789
8575sr,La Vela,Alberghi,0584 618197,"Viale Pistelli, 45 Lido Di Camaiore",Camaiore,LU,hotellavela@virgilio.it,3,43.8921016294,10.2266407013,Lucca,1,31914
8582sr,Maita,Alberghi,0584 618255,"Via Roma, 217 - Lido Di Camaiore",Camaiore,LU,info@hotelmaita.it,3,43.9015766,10.2234312,Lucca,1,31914
8590sr,Mariani,Alberghi,0584 617821,"Via Carducci, 13/15 Lido Di Camaiore",Camaiore,LU,info@hotelmariani.it,3,43.8984977,10.2235604,Lucca,1,31914
8601sr,Prestige,Alberghi,0584 617051,"Via B. Buozzi, 5 Lido Di Camaiore",Camaiore,LU,info@hotelprestige.com,3,43.8963873,10.2253536,Lucca,1,31914
8610sr,Sirio,Alberghi,0584 618047,"Via Italica, 6 - Lido Di Camaiore - Lido",Camaiore,LU,info@hotelsirio.com,3,43.8991004,10.2213421,Lucca,1,31914
8614sr,Verbena,Alberghi,0584 617609,"Via Italica, 29 Lido Di Camaiore",Camaiore,LU,info@hotelverbena.it,3,43.9002429,10.224177,Lucca,1,31914
8615sr,Versilia,Alberghi,0584 618357,"Via Dante, Alighieri, 33 - Lido Di Camaiore",Camaiore,LU,info@hotelversilia.com,2,43.9058535,10.2202646,Lucca,1,31914
8618sr,Villa Delle Rose,Alberghi,0572/4670,Via Del Castellare N 21,Pescia,PT,villarose@rphotels.com,4,43.8856221121,10.6808030605,Pistoia,1,19277
8623sr,Margot,Alberghi,0584 619408,"Via Verdi, 19 Lido Di Camaiore",Camaiore,LU,cecchi63@fratellicecchi.191.it,2,43.8993465,10.2233846,Lucca,1,31914
8627sr,Mare Blù,Alberghi,0584 66345,"Via Pistelli, 9 - Lido Di Camaiore",Camaiore,LU,info@albergomareblu.com,3,43.8945154,10.2246887,Lucca,1,31914
8628sr,Europa,Alberghi,0584 66448,"Viale Colombo, 91. - Lido Di Camaiore",Camaiore,LU,info@hoteleuropaversilia.it,4,43.8914598948,10.2282205224,Lucca,1,31914
8650sr,Una Hotel Versilia,Alberghi,0584 012001,"Viale S.Bernardini, 335/337 - Lido Di Camaiore",Camaiore,LU,una.versilia@unahotels.it,4,43.8938876,10.2273346,Lucca,1,31914
8653sr,Hambros Il Parco,Alberghi,0583 935355,"Via Pesciatina, 197 Lunata",Capannori,LU,info@hotelhambros.com,4,43.8561342,10.5695254,Lucca,1,46356
8660sr,Tenuta San Pietro,Alberghi,0583 926676,"Via Per San Pietro, 22-26 S.Pietro A Marcigliano",Capannori,LU,info@tenuta-san-pietro.com,4,43.9059975,10.6039163,Lucca,1,46356
8669sr,La Lanterna,Alberghi,0583 639364,"Via Le Monache, 300/b - Piano Pieve",Castelnuovo Di Garfagnana,LU,informazioni@lalanterna.eu,3,44.1218834234,10.4093313217,Lucca,1,5646
8677sr,Il Casone,Alberghi,0583 649028,"Via Provinciale, 5 - Casone Di Profecchia",Castiglione Di Garfagnana,LU,hotelilcasone@virgilio.it,3,44.1933126,10.4508956,Lucca,1,1708
8708sr,President Hotel,Alberghi,0584 787421,"Viale Morin, 65",Forte Dei Marmi,LU,info@presidentforte.it,4,43.9517544,10.1756531,Lucca,1,6879
8712sr,Petit Chateau,Affittacamere,0572/905900 3357224039,Viale Rosselli 10,Montecatini Terme,PT,info@petitchateau.it,1,43.8865881,10.7691139,Pistoia,0,20789
8739sr,La Casa Di Pietra,Alloggi Privati,057388176,Via Nardini 12,Lamporecchio,PT,mass.pina-tele2.it@teletu.it,1,43.8395063,10.9179785,Pistoia,0,7380
8765sr,Miramare,Alberghi,0584 787277,"Via F. Donati, 34/36 Vittoria Apuana",Forte Dei Marmi,LU,info@miramarehotel.org,2,43.9686902,10.1611574,Lucca,1,6879
8773sr,Pigalle,Alberghi,0584 787474,"Via Ponchielli, 27",Forte Dei Marmi,LU,info@pigallehotel.it,3,43.9591054665,10.1739406586,Lucca,1,6879
8776sr,Regina,Alberghi,0584 787451,"Via Torino, 6",Forte Dei Marmi,LU,h.regina@libero.it,3,43.9549734,10.1729466,Lucca,1,6879
8781sr,Amici Del Colle,Agriturismi,057272180,Via Falciano 36,Buggiano,PT,info@amicidelcolle.it,1,43.8926505775,10.7397124171,Pistoia,0,8746
8791sr,Villa Rona,Alberghi,0584 787222-80892,"Via Crispi, 11 - Vittoria Apuana",Forte Dei Marmi,LU,info@hotelvillarona.com,3,43.9682184,10.1572173,Lucca,1,6879
8803sr,Sommavilla,Agriturismi,057382478,Via Orbignanese 131,Lamporecchio,PT,info@sommavilla.net,1,43.8104221379,10.9254848957,Pistoia,0,7380
8889sr,Torrita,Agriturismi,055631506,"Via San Romolo, 102 (villamagna)",Bagno A Ripoli,FI,info@turrita.it,1,43.7618033,11.3826772,Firenze,1,25207
8890sr,Villa Il Colle,Affittacamere,055621822,"Via Di Montisoni, 43 (antella)",Bagno A Ripoli,FI,info@villailcolle.it,1,43.722602,11.3544616,Firenze,0,25207
8897sr,Villa Olmi Resort,Alberghi,055637710,"Via Degli Olmi, 4-8",Bagno A Ripoli,FI,info@villaolmiresort.com,5,43.7572398756,11.3117337227,Firenze,1,25207
8909sr,Casa Asciolo,Alloggi Privati,055698096,"Via Asciolo, 9 (case San Romolo)",Bagno A Ripoli,FI,info@casaasciolo.it,1,43.7536638,11.3226104,Firenze,0,25207
8916sr,La Capperaia,Case per Vacanze,055631143,"Via Roma, 99",Bagno A Ripoli,FI,info@capperaia.it,1,43.7529931705,11.3172376156,Firenze,0,25207
8918sr,Borgo Bottaia,Case per Vacanze,055643828,"Via Delle Fonti, 62q (grassina)",Bagno A Ripoli,FI,info@borgobottaia.it,1,43.7224179,11.2873105,Firenze,0,25207
8921sr,Antico Spedale Del Bigallo,Ostelli,055630907,"Via Bigallo E Apparita, 14 (la Fonte)",Bagno A Ripoli,FI,info@bigallo.it,1,43.7384606497,11.3496601582,Firenze,0,25207
8922sr,Centanni,Residence,055630122,"Via Di Centanni, 8 (croce A Varliano)",Bagno A Ripoli,FI,info@residence-centanni.it,4,43.7536638,11.3226104,Firenze,1,25207
8926sr,Le Novelle,Agriturismi,0558418255,"Via Pimonte, 33 (panzano)",Barberino Di Mugello,FI,info@lenovelle.it,2,44.001045,11.238543,Firenze,1,10938
8934sr,Massoserpente,Agriturismi,0558422610,"Via Di Pulica, 2 (massoserpente)",Barberino Di Mugello,FI,info@massoserpente.com,2,43.995299842,11.2015914917,Firenze,1,10938
8944sr,Barberino,Alberghi,0558420051,"Via Del Lago, 17 (cavallina)",Barberino Di Mugello,FI,info@hotelbarberino.it,3,43.9819456977,11.2163543701,Firenze,1,10938
8949sr,Villa Le Maschere,Alberghi,055847431,"Via Nazionale, 75",Barberino Di Mugello,FI,info@villalemaschere.it,5,43.9947474,11.2689122,Firenze,1,10938
8952sr,Da Nonna Ida,Alloggi Privati,3407839670,"Via Nazionale, 88 (le Maschere)",Barberino Di Mugello,FI,nonnaida@nonnaida.net,1,43.9949345,11.2687252,Firenze,0,10938
8959sr,La Valle Dei Medici,Case per Vacanze,0558423053,"Via San Gavino, 57/a",Barberino Di Mugello,FI,info@lavalledemedici.it,1,44.219,11.151,Firenze,0,10938
8960sr,La Fratta,Case per Vacanze,0558422630,"Via Di Latera, 40 (la Fratta)",Barberino Di Mugello,FI,info@borgolafratta.it,1,44.001045,11.238543,Firenze,0,10938
8965sr,Due Piani,Agriturismi,0558075296,"Via Novoli, 27",Barberino Val D'elsa,FI,info@duepiani.it,3,43.5373908,11.1764757,Firenze,1,
8971sr,Fattoria Quercia Al Poggio,Agriturismi,0558075278,"Strada Di Quercia Al Poggio, 4 (monsanto)",Barberino Val D'elsa,FI,info@quercialpoggio.com,2,43.5100784,11.2022734,Firenze,1,
8973sr,Podere Poggetto,Agriturismi,0558077845,"Strada Di Magliano, 10 (magliano)",Barberino Val D'elsa,FI,g.moschi@libero.it,2,43.549030231,11.1442565918,Firenze,1,
8987sr,Fattoria Poneta,Agriturismi,0558073203,"Via Strada Di Poneta, 64",Barberino Val D'elsa,FI,info@borgoponeta.it,1,43.5167026,11.1304185,Firenze,1,
8989sr,Tenuta Bonomonte,Agriturismi,0558079131,"Via San Filippo, 27",Barberino Val D'elsa,FI,info@bonomonte.it,2,43.5266278,11.168736,Firenze,1,
8995sr,San Silvestro,Agriturismi,3334388262,"Via San Silvestro, 9 (san Silvestro)",Barberino Val D'elsa,FI,info@agriturismosansilvestro.com,2,43.5135763463,11.2519097328,Firenze,1,
9002sr,La Canonica Di Cortine,Affittacamere,0558072219,"Cortine, 20/24",Barberino Val D'elsa,FI,luciafusi@chianticortine.it,1,43.5240007,11.2276284,Firenze,0,
9011sr,Primavera,Alberghi,0558059223,"Via Della Repubblica, 27 (san Filippo)",Barberino Val D'elsa,FI,hotelprimavera@alice.it,3,43.526171,11.1721322,Firenze,1,
9012sr,Semifonte,Alberghi,0558068051,"Via Pisana, 1",Barberino Val D'elsa,FI,semifonte@semifontehotel.it,4,43.4880804,11.1246295,Firenze,1,
9018sr,Le Querciole,Alloggi Privati,3393961488,"Strada Di Quercia Al Poggio, 1",Barberino Val D'elsa,FI,reservation@lequercioledelchianti.com,1,43.5100784,11.2022734,Firenze,0,
9019sr,Le Querciole Di Valeria,Alloggi Privati,3487693329,"Strada Di Quercia Al Poggio, 1",Barberino Val D'elsa,FI,reservation@lequercioledelchianti.com,1,43.5100784,11.2022734,Firenze,0,
9024sr,La Canonica Di Cortine,Case per Vacanze,0558072219,"Cortine, 20/24",Barberino Val D'elsa,FI,luciafusi@chianticortine.it,1,43.5240007,11.2276284,Firenze,0,
9039sr,Antiche Mura,Case per Vacanze,0558079131,"Via San Filippo, 27",Barberino Val D'elsa,FI,info@bonomonte.it,1,43.5266278,11.168736,Firenze,0,
9048sr,Le Buche,Agriturismi,0571657033,"Via Battiloro Vigiano, 1 (battiloro)",Borgo San Lorenzo,FI,info@agriturismolebuche.it,1,43.9564259,11.384537,Firenze,1,18169
9061sr,Tre Fiumi,Alberghi,0558403015-8495705,"Faentina,16 (madonna Dei Tre Fiumi)",Borgo San Lorenzo,FI,info@albergotrefiumi.com,3,43.9994407,11.4235542,Firenze,1,18169
9067sr,Porcigliano,Alloggi Privati,0558409903,"Via Tassaia, 46b (polcanto)",Borgo San Lorenzo,FI,info@porcigliano.it,1,43.8949634,11.3554437,Firenze,0,18169
9085sr,Poggio Alla Pieve,Agriturismi,055444343,"Via Di Sommaia, 27",Calenzano,FI,info@poggioallapieve.it,3,43.8570555,11.1637592,Firenze,1,18099
9095sr,La Selva,Alberghi,0558876824,"Via Di Barberino, 221 (ponte Nuovo)",Calenzano,FI,info@laselvahotel.com,3,43.9236386117,11.2106788158,Firenze,1,18099
9096sr,La Villetta,Alberghi,0558824728,"Via Baldanzese, 73 (settimello)",Calenzano,FI,info@hotellavilletta.it,3,43.8519259,11.1763008,Firenze,1,18099
9097sr,Art Hotel Mirò,Alberghi,055886671,"Via Degli Olmi, 7",Calenzano,FI,info@arthotel-miro.it,4,43.8408028,11.1665352,Firenze,1,18099
9109sr,La Spiga,Affittacamere,0558964025,"Via Pistoiese, 11/1 (san Donnino)",Campi Bisenzio,FI,laspigacamere@virgilio.it,1,43.7998026346,11.1407107115,Firenze,0,47676
9110sr,La Spiga 2,Affittacamere,0558964025,"Via Pistoiese,61",Campi Bisenzio,FI,laspigacamere@virgilio.it,1,43.7983516463,11.1440084875,Firenze,0,47676
9113sr,La Spiga 3,Affittacamere,0558964025,"Via San Quirico, 290",Campi Bisenzio,FI,laspigacamere@virgilio.it,1,43.8487187336,11.1474376917,Firenze,0,47676
9121sr,West Florence Hotel,Alberghi,0558953488,"Via Guido Guinizelli, 15",Campi Bisenzio,FI,info@westflorencehotel.it,4,43.8252397,11.1255071,Firenze,1,47676
9127sr,Villa El Shaddai,Case per Ferie,055898487,"Via San Quirico, 83/85/87 (campi Bisenzio)",Campi Bisenzio,FI,circolovitanuova@yahoo.it,1,43.842002353,11.1398148537,Firenze,0,47676
9134sr,Tenuta Cantagallo,Agriturismi,0571594819,"Via Valicarda, 35",Capraia E Limite,FI,winetourism@enricopierazzuoli.com,3,43.7503709,11.0159734,Firenze,1,7875
9137sr,I' Fiorino,Alberghi,0571583941,"Via Salvador Allende, 97a (capraia Fiorentina)",Capraia E Limite,FI,info@hotelifiorino.it,3,43.7367227,11.0140664,Firenze,1,7875
9138sr,La Casa Di Zefiro,Alloggi Privati,0571979026,"Via Castra, 58a",Capraia E Limite,FI,info@lacasadizefiro.it,1,43.7716327,10.990803,Firenze,0,7875
9148sr,Le Docce,Agriturismi,0571672441,"Via Lorenzoni, 17-32",Castelfiorentino,FI,ledocce@ledocce.it,3,43.6312789,10.9762015,Firenze,1,17281
9157sr,La Pieve,Alberghi,0571629203,"Via O. Bacci, 2",Castelfiorentino,FI,matteoromoli@katamail.com,3,43.6093891703,10.9739255905,Firenze,1,17281
9158sr,Locanda Le Boscarecce,Alberghi,057161280,"Via Renai, 19 (renai)",Castelfiorentino,FI,info@leboscarecce.com,3,43.6223025968,11.0020673275,Firenze,1,17281
9164sr,La Corte D'elsa,Case per Vacanze,0558248200,"Via Del Vallone, 45/a",Castelfiorentino,FI,info@lacortedelsa.it,1,43.6143202,11.0034458,Firenze,0,17281
9168sr,Gli Oleandri,Case per Vacanze,057161443,Via Di Monteolivo 19 (monte Molini),Castelfiorentino,FI,info@glioleandriditoscana.it,1,43.610994,10.969047,Firenze,0,17281
9173sr,Podere Boscoverde,Agriturismi,0571559585,"Via Torribina, 46c",Cerreto Guidi,FI,info@podereboscoverde.it,3,43.7598248,10.8801659,Firenze,1,10714
9176sr,Fattoria Le Due Querce Country House,Agriturismi,0571585850,"Via Di Poggioni, 38",Cerreto Guidi,FI,info@panciolihotels.it,2,43.7866167,10.8565036,Firenze,1,10714
9177sr,Fattoria Rozzalupi,Agriturismi,0571585701,"Via Ii Settembre, 354 (lazzeretto)",Cerreto Guidi,FI,info@fattoriarozzalupi.it,3,43.7794859,10.8616596,Firenze,1,10714
9178sr,Musignano,Agriturismi,0571957220,"Via Poggio Tondo, 12 (poggio Tempesti)",Cerreto Guidi,FI,agriturismo@musignano.it,2,43.7598248,10.8801659,Firenze,1,10714
9179sr,Borgo Vigna Vecchia,Agriturismi,057155492,"Via Montauto, 4 (montauto)",Cerreto Guidi,FI,info@borgovignavecchia.it,3,43.7396776414,10.8832883835,Firenze,1,10714
9180sr,Corte In Poggio,Agriturismi,0571586423,"Via Corte, 9 (stabbia)",Cerreto Guidi,FI,info@corteinpoggio.it,2,43.774378622,10.8385276794,Firenze,1,10714
9182sr,Fontana,Agriturismi,0571559287,"Sommiano, 12 (toiano)",Cerreto Guidi,FI,aziendafontana@alice.it,2,43.7577844,10.8792145,Firenze,1,10714
9192sr,Borgo Dei Lunardi,Case per Vacanze,0571559585,"Via Torribina, 46",Cerreto Guidi,FI,info@borgodeilunardi.it,1,43.7598248,10.8801659,Firenze,0,10714
9193sr,Borgo Filicaja,Case per Vacanze,0571581156,"Via Xxvi Giugno, A2",Cerreto Guidi,FI,info@borgofilicaja.com,1,43.7241882192,10.8773553371,Firenze,0,10714
9214sr,Poggiomonte,Agriturismi,0571669421,"Via Poggio Ai Monti, 94 (iapoli)",Certaldo,FI,info@poggioaimonti.com,3,43.547391,11.038561,Firenze,1,15534
9217sr,La Canonica,Agriturismi,0571652803,"Via Montebello, 84 (montebrindoli)",Certaldo,FI,info@agriturismolacanonica.it,2,43.5729603145,11.0435342789,Firenze,1,15534
9223sr,Podere Benintendi,Affittacamere,0571652766,"Via Montebello-benintendi, 78 (benintendi)",Certaldo,FI,info@poderebenintendi.com,1,43.5697888421,11.0405731201,Firenze,0,15534
9231sr,Il Castello,Alberghi,0571668250,"Via G. Della Rena, 6",Certaldo,FI,info@albergoilcastello.it,2,43.5486832,11.0431681,Firenze,1,15534
9235sr,Certaldo,Alberghi,0571651261,"Via Del Molino, 74",Certaldo,FI,info@hotelcertaldo.it,4,43.5442632932,11.0351979733,Firenze,1,15534
9245sr,Villa Avanella,Case per Vacanze,3386159669,"Via Avanella, 115/116/126/127",Certaldo,FI,info@villaavanella.com,1,43.5318426001,11.0818576813,Firenze,0,15534
9278sr,Francini,Agriturismi,055838054,"Via Orticaia, 5 (orticaia)",Dicomano,FI,info@agriturismofrancini.com,2,43.9138469307,11.5054321289,Firenze,1,5484
