Id,url,Nome,Categoria,Telefono,Fax,Indirizzo,Comune,SiglaProvincia,website,Email,facilities,Valutazione,Latitudine,Longitudine,PRO_COM,Provincia,Regione,EsisteValutazione
6991sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=6991,Fattoria La Vecchia Quercia,Agriturismi,3483637186,0575 529468,"Via Colle Ascensione, 159",Poppi,AR,www.agriturismovecchiaquercia.it,francescapan@yahoo.it,Accettazione Animali;Propria Piscina Scoperta;Carta di Credito,2,43.7137671,11.7664836,POPPI,Arezzo,Toscana,1
6992sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=6992,A Casa A Pisa,Affittacamere,050 41321/41243,178 6018550,"Via Roma, 33",Pisa,PI,www.acasaapisa.it,armando@acasaapisa.it,Accettazione Animali,0,43.7179866,10.3952027,PISA,Pisa,Toscana,1
7005sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7005,Montemezzano,Agriturismi,0575 509089,0575 509089,"Gavisseri, 6",Pratovecchio,AR,www.agriturismomontemezzano.it,infomontemezzano@aruba.it,Accettazione Animali,2,43.8173018,11.7313784,PRATOVECCHIO,Arezzo,Toscana,1
7011sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7011,Il Piano,Agriturismi,3337217388,0575 504367,"Podere Il Piano, 20 - Tartiglia",Pratovecchio,AR,www.agriturismopodereilpiano.it,info@agriturismopodereilpiano.it,Riscaldamento;Vendita prodotti agricoli;Cassette di Sicurezza in Camera;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Accesso con Vetture Private;Trekking;Degustazione;Spazio attrezzato p,3,43.7668868356,11.6900002956,PRATOVECCHIO,Arezzo,Toscana,1
7014sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7014,Cerreto,Agriturismi,0575 581060,0575 582090,Campolombardo,Pratovecchio,AR,www.agriturismocerreto.it,sestini@agriturismocerreto.it,Accettazione Animali;Propria Piscina Scoperta;Carta di Credito,1,43.7959331,11.6884053,PRATOVECCHIO,Arezzo,Toscana,1
7019sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7019,Leopolda,Affittacamere,050 9910008,050 9910602,"Via Carlo Cattaneo, 120",Pisa,PI,www.bbleopolda.com,info@bbleopolda.com,Aria Condizionata;Frigo Bar;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Carta di Credito;Custodia Valori alla Reception;Accettazione Gruppi;Accesso con Vetture Private;Accesso con Mezzi Pubblici,0,43.7072991,10.4075688,PISA,Pisa,Toscana,1
7021sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7021,Valleverde,Agriturismi,055 943628,055 961804,Strada Provinciale Santa Lucia - Buca Dei Falchi,San Giovanni Valdarno,AR,www.agriturismovalleverde.com,info@agriturismovalleverde.com,Riscaldamento;Wi-Fi;Ristorante;Accettazione Animali;Propria Piscina Scoperta;Mountain Bike;Carta di Credito;Bancomat;Accesso con Vetture Private;Degustazione;Macchine Lavatrici per biancheria,3,43.5430734441,11.5181350708,SAN GIOVANNI VALDARNO,Arezzo,Toscana,1
7022sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7022,Podere Filicaia,Agriturismi,055 9123899,,"Vaccareccia, 1",San Giovanni Valdarno,AR,www.poderefilicaia.it,info@poderefilicaia.it,Propria Piscina Scoperta,2,43.556362,11.5191225,SAN GIOVANNI VALDARNO,Arezzo,Toscana,1
7023sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7023,La Conca,Agriturismi,0575 733301,0575 733301,"Paradiso, 16",Sansepolcro,AR,www.laconca.it,info@laconca.it,Accessibilit&agrave; Disabili;Riscaldamento;Vendita prodotti agricoli;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Parco o Giardino Proprio;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Giochi per Bambini;Accettazione Gruppi,3,43.5756296,12.144074,SANSEPOLCRO,Arezzo,Toscana,1
7034sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7034,Michele Guest House,Affittacamere,333 6011287,,"Via Amerigo Vespucci, 103",Pisa,PI,www.guest-house.it,info@guest-house.it,Accettazione Animali,0,43.7091708,10.4006869,PISA,Pisa,Toscana,1
7059sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7059,Borgo Tramonte,Agriturismi,0575 581404,0575 581404,"Borgo Tramonte, 18 - Papiano",Stia,AR,www.borgotramonte.it,info@borgotramonte.it,Riscaldamento;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Mountain Bike;Carta di Credito;Bancomat;Giochi per Bambini;Maneggio;Trekking;Visite Guidate;Somministrazione Alimenti,2,43.8201666,11.7134629,STIA,Arezzo,Toscana,1
7073sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7073,La Vigna,Agriturismi,3356610363,,"La Vigna, 198",Subbiano,AR,,gallorodino@gallorodino.com,Accettazione Animali;Propria Piscina Scoperta,1,43.5663062487,11.8704271317,SUBBIANO,Arezzo,Toscana,1
7090sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7090,Paterna,Agriturismi,055 977052,055 9864256,"Paterna, 96 - Cicogna",Terranuova Bracciolini,AR,www.paterna.it,paterna@paterna.it,Accessibilit&agrave; Disabili;Riscaldamento;Vendita prodotti agricoli;Accesso Internet;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Degustazione,2,43.5617350392,11.6551423073,TERRANUOVA BRACCIOLINI,Arezzo,Toscana,1
7098sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7098,Belcanto B & B,Affittacamere,0588 67260,0588 67260,"Via Enrico Fermi, 12 Montecerboli",Pomarance,PI,www.ilbelcanto.com,info@ilbelcanto.com,Accettazione Animali;Proprio Parcheggio;Somministrazione Alimenti,0,43.2492407,10.8809629,POMARANCE,Pisa,Toscana,1
7102sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7102,Antica Villa Poggitazzi,Agriturismi,055 969215,055 969077,Poggitazzi,Terranuova Bracciolini,AR,www.poggitazzi.com,info@poggitazzi.com,Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Vendita prodotti agricoli;Cassette di Sicurezza in Camera;Asciugacapelli;Servizio Fax;Wi-Fi;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Bancomat;Servizio,3,43.5940214931,11.5848523378,TERRANUOVA BRACCIOLINI,Arezzo,Toscana,1
7108sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7108,Casa Al Fiume,Agriturismi,3388771585,,Vignoli Di Sotto - Penna,Terranuova Bracciolini,AR,,fulviocapaccioli@unideaweb.net,Riscaldamento;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Accesso con Vetture Private;Macchine Lavatrici per biancheria;Estintori;Lampada Esterna;Rifornimento benzina imm,1,43.5776239412,11.6224193573,TERRANUOVA BRACCIOLINI,Arezzo,Toscana,1
7122sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7122,La Rondine,Affittacamere,339 8585561,050 850101,"Via Dell'abetone E Del Brennero, 246/b - Pugnano",San Giuliano Terme,PI,www.larondinepisa.it,info@larondinepisa.it,Aria Condizionata;Proprio Parcheggio;Somministrazione Alimenti,0,43.80444,10.4200323,SAN GIULIANO TERME,Pisa,Toscana,1
7123sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7123,Pisa Holidays B & B,Affittacamere,050 894742,050 891434,"Via Filippo Turati, 103 Arena Metato",San Giuliano Terme,PI,www.pisaholidays.it,info@pisaholidays.it,Riscaldamento;Aria Condizionata;Asciugacapelli;Tv Satellitare;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Accesso con Vetture Private;Sala Televisione;Colazione Compresa,0,43.7600987,10.363075,SAN GIULIANO TERME,Pisa,Toscana,1
7130sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7130,Soggiorno Dimora Del Grifo,Affittacamere,0571 42697,0571 42697,"Via Cesare Battisti, 31",San Miniato,PI,,dimoradelgrifo@yahoo.it,Riscaldamento;Asciugacapelli;Tv Satellitare;Accettazione Animali;Accettazione Gruppi;Accesso con Vetture Private;Edificio di Valore Storico,0,43.6805699,10.8478827,SAN MINIATO,Pisa,Toscana,1
7157sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7157,I Girasoli Di Bianchi Claudio,Affittacamere,050 804087 - 339 4895456,,"Via Dei Pini, 42/a Migliarino Pisano",Vecchiano,PI,www.igirasolimigliarino.it,info@igirasolimigliarino.it,Riscaldamento;Aria Condizionata;Frigo Bar;Asciugacapelli;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Bancomat;Accettazione Gruppi;Accesso con Vetture Private;Maneggio;Estintori;Lampada Esterna;Rifornimento benzina im,0,43.7831508,10.3195748,VECCHIANO,Pisa,Toscana,1
7162sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7162,Villa Maria,Affittacamere,050 798840,050 798840,"Via Magellano, 116 - San Giovanni Alla Vena",Vicopisano,PI,www.villamariaonline.com,info@villamariaonline.com,Aria Condizionata;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito,0,43.6823775,10.5684204,VICOPISANO,Pisa,Toscana,1
7173sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7173,Prato D'era,Affittacamere,0588 42000,0588 42000,"Via Torrione San Michele, 67 - Prato D'era",Volterra,PI,www.locandapratodera.com,info@locandapratodera.com,Accettazione Animali;Proprio Parcheggio;Somministrazione Alimenti,0,43.4261111,10.8764259,VOLTERRA,Pisa,Toscana,1
7174sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7174,La Corte Del Re,Case per Vacanze,0575 401603,0575 296720,"Via Borgunto, 5",Arezzo,AR,www.lacortedelre.com,info@lacortedelre.com,Riscaldamento;Aria Condizionata;Telefono in camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Trasporto Clienti Stazione;Carta di Credito;Bancomat;Servizio Baby Sitting;Servizio Colazione in Camera;Accettazione Gruppi;Acc,0,43.4642578699,11.8843960762,AREZZO,Arezzo,Toscana,1
7187sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7187,Villa Rioddi,Affittacamere,0588 88053,0588 88074,Strada Provinciale Del Monte Volterrano,Volterra,PI,www.hotelvillarioddi.it,info@hotelvillarioddi.it,Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Propria Piscina Scoperta;Mo,0,43.3983826946,10.848634243,VOLTERRA,Pisa,Toscana,1
7204sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7204,Le Ginepraie,Affittacamere,0588 35113,0588 35113,Podere Le Ginepraie - Località Pignano,Volterra,PI,www.leginepraie.com,info@leginepraie.com,Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito,0,42.4315658726,11.8322753906,VOLTERRA,Pisa,Toscana,1
7215sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7215,Azienda Agricola Santa Caterina,Alloggi Privati,050 938231,050 938231,"Via Santa Caterina, 2 - Castelmaggiore",Calci,PI,,santa-caterina@tiscali.it,Riscaldamento;Vendita prodotti agricoli;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Propria Piscina Scoperta;Accesso con Vetture Private;Trekking;Macchine Lavatrici per biancheria;Smaltimenti Rifiuti;S,0,43.7363560482,10.5231052637,CALCI,Pisa,Toscana,1
7242sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7242,Il Boschetto,Case per Vacanze,0575 361072,0575  348206,"Libbia, 50",Arezzo,AR,,ilboschetto.ar@gmail.com,Accessibilit&agrave; Disabili;Riscaldamento;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Mountain Bike;Accesso con Vetture Private;Rifornimento benzina immediate vicinanze,0,43.5053269,11.8945769,AREZZO,Arezzo,Toscana,1
7243sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7243,B & B Glicine E Luna,Alloggi Privati,050 777821,050 777821,"Via Di Mezzo Nord, 370 - San Lorenzo Alle Corti",Cascina,PI,www.bbglicineeluna.it,info@bbglicineeluna.it,Riscaldamento;Aria Condizionata;Asciugacapelli;Accesso Internet;Parco o Giardino Proprio;Proprio Parcheggio;Accettazione Gruppi;Accesso con Vetture Private;Somministrazione Alimenti;Estintori;Sala separata per soggiorno o svago;Sala Televisione;Edificio,0,43.6991548026,10.4845619202,CASCINA,Pisa,Toscana,1
7245sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7245,Casa Vacanze Teresa,Case per Vacanze,3331126889,,"Via Pescaia, 5",Arezzo,AR,www.tgrani.it/casavacanze,teresa.grani@alice.it,Accettazione Animali,0,43.4644755,11.8837107,AREZZO,Arezzo,Toscana,1
7267sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7267,Casa Cornacchi,Case per Vacanze,055 998229,055 9983863,Montebenichi,Bucine,AR,www.cornacchi.com,info@cornacchi.com,Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Bar;Telefono in camera;Vendita prodotti agricoli;Cassette di Sicurezza in Camera;Asciugacapelli;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parchegg,0,43.4055837,11.5448426,BUCINE,Arezzo,Toscana,1
7269sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7269,Poggio Ugo Vacanze,Case per Vacanze,055 9911506,055 9911506,"Poggio Di Cennina, 22 - Ambra",Bucine,AR,www.poggiougo.it,info@poggiougo.it,Riscaldamento;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Propria Piscina Scoperta;Giochi per Bambini;Accettazione Gruppi;Accesso con Vetture Private;Macchine Lavatrici per biancheria;Rifornimento benzina immediate v,0,43.4490646,11.5930268,BUCINE,Arezzo,Toscana,1
7270sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7270,Villa Arianna B&b,Alloggi Privati,0587 686027,0587 686027,"Via Ripoli, 105 Ripoli",Lari,PI,www.villarianna.it,villarianna@libero.it,Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Servizio Baby Sitting;Somministrazione Alimenti;Somministrazione Bevande,0,43.5784585,10.6214362,LARI,Pisa,Toscana,1
7274sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7274,Podere La Vallina,Alloggi Privati,0587 689131- 339 3860217,0587 689131,"Via Delle Colline, 5 - Croce - Casciana Alta",Lari,PI,www.poderelavallina.com,poderelavallina@libero.it,Riscaldamento;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Giochi per Bambini;Accesso con Vetture Private;Visite Guidate;Cucina di Uso Comune;Smaltimenti Rifiuti;Spazio attrezzato p,0,43.5392407,10.5987592,LARI,Pisa,Toscana,1
7282sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7282,La Casa Dei Sogni B & B,Alloggi Privati,0565 784327 - 333 8839497,0565 784327,"Via Iv Novembre, 29",Monteverdi Marittimo,PI,,lotti-claudio@libero.it,Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta,0,43.178265,10.7128899,MONTEVERDI MARITTIMO,Pisa,Toscana,1
7287sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7287,Villa Petrea,Case per Vacanze,055 9912625,055 901067,"Bellavista, 3",Bucine,AR,,info@villapetrea.com,Aria Condizionata;Proprio Parcheggio,0,43.4202837,11.606251,BUCINE,Arezzo,Toscana,1
7297sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7297,Il Moscondoro B&b,Alloggi Privati,0571 467587,0571 1605001,"Via Musciano, 220 - Marti",Montopoli in Val D'Arno,PI,www.bebilmoscondoro.it,info@bebilmoscondoro.it,Accettazione Animali;Proprio Parcheggio;Carta di Credito;Somministrazione Alimenti,0,43.6648996,10.7378548,MONTOPOLI IN VAL D'ARNO,Pisa,Toscana,1
7310sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7310,Orchidea Bed And Breakfast,Alloggi Privati,338 1525672,,"Via Grotta Al Leccio, 37 - La Palazzina",Palaia,PI,www.palaiaparadise.com,info@palaiaparadise.com,Riscaldamento;Aria Condizionata;Bar;Vendita prodotti agricoli;Frigo Bar;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Proprio Parcheggio;Propria Piscina Scoperta;Mountain Bike;Giochi per Bambini;Accettazione Gru,0,43.5993516782,10.7832956314,PALAIA,Pisa,Toscana,1
7317sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7317,Casa Vacanze Il Borgo,Case per Vacanze,0575 553027,0575 553002,"Caiano, 66 B",Castel San Niccolo',AR,www.borgocaiano.com,info@borgocaiano.com,Proprio Parcheggio;Carta di Credito,0,43.7697242,11.6546569,CASTEL SAN NICCOLO',Arezzo,Toscana,1
7318sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7318,Appartamenti La Rocca,Alloggi Privati,0587 622148 - 349 5550093,0587 622148,"Piazza Del Municipio, 5 - Palaia",Palaia,PI,www.a-larocca.it,info@a-larocca.it,Riscaldamento;Aria Condizionata;Cassette di Sicurezza in Camera;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Mountain Bike;Accesso con Vetture Private;Trekking;Degustazione;Macchine Lavatrici per biancheria;Cucina di Uso Comune;Estin,0,43.6048144,10.7695949,PALAIA,Pisa,Toscana,1
7320sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7320,A Casa Di Lizzy Bed E Breakfast,Alloggi Privati,0587 697509,0587 697509,"Via Di Montelopio, 13 Fabbrica",Peccioli,PI,,lizzysironi@gmail.com,Riscaldamento;Asciugacapelli;Wi-Fi;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Giochi per Bambini;Accesso con Vetture Private;Trekking;Visite Guidate;Degustazione;Spazio attrezzato per il consumo di alimenti o bevande (Escluso Ristor,0,43.5098415079,10.7628250122,PECCIOLI,Pisa,Toscana,1
7321sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7321,La Luna Nel Pozzo,Case per Vacanze,3347050975,055 430021,"Gello Biscardo, 4",Castiglion Fibocchi,AR,www.lunanelpozzo.net,info@lunanelpozzo.net,Accettazione Animali;Carta di Credito,0,43.5633251,11.7485263,CASTIGLION FIBOCCHI,Arezzo,Toscana,1
7328sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7328,Casale Di Brolio,Case per Vacanze,0575 652054,0575 652254,"Via Brolio, 74 - Brolio",Castiglion Fiorentino,AR,www.casaledibrolio.it,info@casaledibrolio.it,,0,43.2823291757,11.8516731262,CASTIGLION FIORENTINO,Arezzo,Toscana,1
7337sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7337,Casa Aruna,Alloggi Privati,333 4629065,,"Via Santa Apollonia, 7",Pisa,PI,utenti.lycos.it/aruna,arunaji1@hotmail.com,Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Servizio Baby Sitting;Somministrazione Alimenti;Somministrazione Bevande,0,43.7197883,10.401936,PISA,Pisa,Toscana,1
7347sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7347,Del Seppia Dea Grazia,Alloggi Privati,050 543616,,"Via Ranieri Grassi, 17 - Cisanello",Pisa,PI,,dantebonamici@alice.it,Riscaldamento;Aria Condizionata;Asciugacapelli;Accettazione Gruppi;Accesso con Vetture Private;Cucina di Uso Comune;Accesso con Mezzi Pubblici;Sala separata per soggiorno o svago;Celle Frigorifere;Locale tv separato,0,43.709943,10.4227992,PISA,Pisa,Toscana,1
7349sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7349,Le Piagge,Alloggi Privati,347 8891586,050 3869400,"Via Di Vietta, 41 Cisanello",Pisa,PI,www.bblepiagge.it,info@bblepiagge.it,Riscaldamento;Aria Condizionata;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Trasporto Clienti Stazione;Propria Autorimessa;Custodia Valori alla Reception;Accettazione Grup,0,43.709943,10.4227992,PISA,Pisa,Toscana,1
7364sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7364,Casa La Quiete,Case per Vacanze,3357163853,,"Via Delle Montalbe, 46 - Oliveto",Civitella in Val di Chiana,AR,www.casalaquiete.it,info@casalaquiete.it,Accettazione Animali;Proprio Parcheggio,0,43.3896576,11.742868,CIVITELLA IN VAL DI CHIANA,Arezzo,Toscana,1
7379sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7379,Podere Oslavia B & B,Alloggi Privati,050 989053,,"Via Del Biscottino, 2 Coltano",Pisa,PI,www.podereoslavia.com,info@podereoslavia.com,Riscaldamento;Aria Condizionata;Vendita prodotti agricoli;Asciugacapelli;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Accesso con Vetture Private;Spazio attrezzato per il consumo di alimenti o bevande (Escluso Ristorante);Lampada Es,0,43.6284274,10.405033,PISA,Pisa,Toscana,1
7389sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7389,Le Donzelle Di Vettovaglie B & B,Alloggi Privati,329 8026760,050 533060,"Vicolo Delle Donzelle, 3",Pisa,PI,www.bbledonzelle.com,niccolain@hotmail.com,Aria Condizionata;Asciugacapelli;Accesso Internet;Wi-Fi;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Servizio Baby Sitting;Accettazione Gruppi;Somministrazione Alimenti;Edificio di Valore Storico;Colazione Compresa;So,0,43.7168878862,10.4017460346,PISA,Pisa,Toscana,1
7403sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7403,Seven Resort,Case per Vacanze,0575 631152,,Via Spedalvecchio.189/a - Il Sodo - Camucia,Cortona,AR,www.sevencortona.com,resort@sevencortona.com,Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Carta di Credito,0,43.277416221,11.9676303864,CORTONA,Arezzo,Toscana,1
7413sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7413,La Mucchia,Case per Vacanze,0575 604805,0575 605570,"C.S., 26 - La Mucchia",Cortona,AR,www.hometuscany.com,info@hometuscany.com,Riscaldamento;Aria Condizionata;Cassette di Sicurezza in Camera;Asciugacapelli;Servizio Fax;Tv Satellitare;Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Propria Piscina Scoperta;Mountain Bike;Carta di Credito;Giochi per Bambini;Accettazione Gruppi;La,0,43.2345731389,11.9805908203,CORTONA,Arezzo,Toscana,1
7421sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7421,B & B San Michele,Alloggi Privati,050 570267,,"Via Cosimo Ridolfi, 24",Pisa,PI,www.bedandbreakfastsanmichele.com,info@bedandbreakfastsanmichele.com,Riscaldamento;Aria Condizionata;Frigo Bar;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Propria Piscina Scoperta;Lavatura e Stiratura Biancheria;Accesso con Vetture Private;Visite Guidate;Macchine Lavatrici per biancheria;,0,43.711587512,10.4109299183,PISA,Pisa,Toscana,1
7426sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7426,La Bicocca,Alloggi Privati,335 6678867,050 985436,"Via Silvio Luschi, 14",Pisa,PI,,labicocca.pisa@gmail.com,Riscaldamento;Frigo Bar;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Accesso con Vetture Private;Accesso con Mezzi Pubblici;Edificio di Valore Storico;Colazione Compresa,0,43.7126212,10.4134881,PISA,Pisa,Toscana,1
7427sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7427,Podere Casa Rotta,Case per Vacanze,055 969388,055 969835,Podere Casa Rotta - Malva,Loro Ciuffenna,AR,www.poderecasarotta.com,poderecasarotta@gmail.com,Riscaldamento;Vendita prodotti agricoli;Asciugacapelli;Tv Satellitare;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Bancomat;Accettazione Gruppi;Accesso con Vetture Private;Visite Guidate;Degus,0,43.6101659962,11.5888166428,LORO CIUFFENNA,Arezzo,Toscana,1
7436sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7436,Antico Borgo Da Nadia B & B,Alloggi Privati,0587 735338 - 339 5469914,0587 735338,"Via San Bartolomeo, 34 - Treggiaia",Pontedera,PI,www.danadia.it,danadia.anticoborgo@yahoo.it,Riscaldamento;Aria Condizionata;Asciugacapelli;Accesso Internet;Wi-Fi;Accettazione Animali;Trasporto Clienti Stazione;Spiaggia Privata;Spaccio Alimentare;Accettazione Gruppi;Accesso con Vetture Private;Maneggio;Visite Guidate;Estintori;Tavernetta o Tavol,0,43.6238222,10.6770314,PONTEDERA,Pisa,Toscana,1
7438sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7438,Cribò,Alloggi Privati,050 817328,,"Via Sciabolino, 9",San Giuliano Terme,PI,www.cribo.net,cristianabollini@fastwebnet.it,Riscaldamento;Aria Condizionata;Cassette di Sicurezza in Camera;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Trasporto Clienti Stazione;Mountain Bike;Carta d,0,43.7615423,10.4404979,SAN GIULIANO TERME,Pisa,Toscana,1
7465sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7465,Il Borgo Dei Corsi,Case per Vacanze,0575 514428,0575 876779,Via Molino - Raggiolo,Ortignano Raggiolo,AR,www.borgodeicorsi.it,info@borgodeicorsi.it,Accettazione Animali,0,43.6770141,11.7122345,ORTIGNANO RAGGIOLO,Arezzo,Toscana,1
7471sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7471,Casa Bucaia,Alloggi Privati,0587 658702,0587 658178,"Via Generale Martini, 13a",Terricciola,PI,www.casabucaia.it,info@casabucaia.it,Proprio Parcheggio,0,43.5258880045,10.6721797585,TERRICCIOLA,Pisa,Toscana,1
7483sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7483,Casa Gentili B & B,Alloggi Privati,320 4122440,,"Via Dei Molini, 14 - Vecchiano - Avane",Vecchiano,PI,,info@casagentili.com,Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Accesso con Vetture Private;Edificio di Valore Storico,0,43.7885403,10.4091837,VECCHIANO,Pisa,Toscana,1
7488sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=7488,Lenzi's B & B,Alloggi Privati,050 799015,050 796013,"Viale Armando Diaz, 83",Vicopisano,PI,www.lenzi.pisa.it,info@lenzi.pisa.it,Proprio Parcheggio;Carta di Credito,0,43.6888219809,10.5842113495,VICOPISANO,Pisa,Toscana,1
